index,Address,Possesion,Furnishing,Buildup_area,Carpet_area,Bathrooms,Property_age,Parking,Price,Brokerage,Floor,Per_sqft_price,BHK,Total_bedrooms
7408,"Kalpataru Crest Wing B Avalon, Subhash Nagar, Bhandup West, Mumbai",Ready to move,Semi Furnished,1550.0,1020.0,3.0,9,1,24200000,240000.0,36.0,15610.0,3.0,3.0
2942,"IC COLONY, I C Colony, Borivali West, Mumbai",Ready to move,Semi Furnished,550.0,449.951168,1.0,20,0,9800000,98002.2274,6.0,17820.0,1.0,1.0
3615,"Gulmohar Colony, Juhu, Mumbai",Ready to move,Unfurnished,2100.0,1599.399831,1.0,2,2,96000000,96000000.0,15.0,45710.0,4.0,4.0
1517,"Lokhandwala Township, Kandivali East, Mumbai",Ready to move,Semi Furnished,400.0,310.0,1.0,3,1,7000000,70000.0,7.0,17500.0,1.0,1.0
3661,"Rustomjee Seasons Wing A, Kala Nagar, Bandra East, Mumbai",Ready to move,Unfurnished,1650.0,1771.138006,1.0,1,3,71700000,719999.9828,23.0,43470.0,4.0,4.0
3233,"Vardhman Nagar, Mulund West, Mumbai",Ready to move,Unfurnished,1625.0,1250.0,4.0,11,1,35800000,350000.0,35.0,22030.0,4.0,4.0
4839,"Lokhandwala Riviera Tower, Lokhandwala Township, Kandivali East, Mumbai",Ready to move,Unfurnished,930.0,750.0,2.0,10,1,17000000,170000.0,20.0,18280.0,2.0,2.0
7720,"Samarth Aangan, Shastri Nagar, Andheri West, Mumbai",Ready to move,Unfurnished,1600.0,1500.0,2.0,20,1,52500000,530000.0,24.0,32810.0,3.0,3.0
8452,"Ambrosia Apartment, Kulupwadi, Borivali East, Mumbai",Ready to move,Semi Furnished,1600.0,1200.0,3.0,7,2,35000000,350000.0031,28.0,21880.0,3.0,3.0
724,"Gagangiri Gagan 138, Shiv Shakti Nagar, Kurla East, Mumbai",Ready to move,Semi Furnished,1000.0,850.0,3.0,1,2,18500000,0.0,16.0,18500.0,3.0,3.0
2336,"Alliance Nirmal Milan, Vile Parle East, Mumbai",Ready to move,Semi Furnished,686.0,686.0,2.0,1,1,36500000,0.0,9.0,53210.0,2.0,2.0
6459,"Ronit residence goregaon East, Aarey Colony, Goregaon East, Mumbai",Ready to move,Unfurnished,820.0,637.9704396,1.0,6,1,17600000,17600000.0,12.0,21460.0,2.0,2.0
6698,"Salangpur Salasar Aangan, Shivar Garden, Mira Road East, Mumbai",Ready to move,Semi Furnished,1050.0,790.0,2.0,10,1,9500000,98363.12972,10.0,9050.0,2.0,2.0
9499,"White Pearl CHS, Kazipura, Nagpada, Mumbai",Ready to move,Unfurnished,760.0,533.1236777,1.0,1,0,14000000,14000000.0,23.0,18420.0,2.0,2.0
9184,"Mira Road West, Mumbai",Ready to move,Semi Furnished,1060.0,680.0741748,2.511784316,10,1,8500000,83064.23439,16.0,8020.0,2.0,4.0
7230,"Lokhandwala Minerva 1A 1B And 1C, Adarsh Nagar, Lower Parel, Mumbai",Ready to move,Fully Furnished,2850.0,1900.0,4.0,1,2,87000000,870000.0,91.0,30530.0,3.0,3.0
4062,"HDIL Dheeraj Upvan 2, Siddharth Nagar, Borivali East, Mumbai",Ready to move,Semi Furnished,565.0,444.6213291,1.0,10,1,10500000,110000.0,8.0,18580.0,1.0,2.0
8598,"Ganga jamuna bandra , Bandra West, Mumbai",Ready to move,Unfurnished,1200.0,992.0403983,1.0,3,1,45000000,45000000.0,12.0,37500.0,3.0,3.0
7794,"Lodha New Cuffe Parade, Sion East, Sion, Mumbai",Ready to move,Semi Furnished,1670.0,1325.0,2.0,5,1,47500000,480000.0,45.0,28440.0,3.0,3.0
2313,"SD Epsilon, Singh Agri Estate, Kandivali East, Mumbai",Ready to move,Semi Furnished,1120.0,600.3276053,1.0,1,1,20200000,200000.0,44.0,18040.0,2.0,2.0
183,"CALL FOR NAME, Bandra West, Mumbai",Ready to move,Fully Furnished,1550.0,1449.844095,1.0,1,2,67000000,67000000.0,10.0,43230.0,3.0,3.0
3561,"Juhu Natraj, MHADA Colony, Juhu, Mumbai",Ready to move,Fully Furnished,1881.0,1596.329125,4.0,12,2,87000000,87000000.0,8.0,46250.0,4.0,3.0
5531,"manish nagar chs, Four Bungalows, Andheri West, Mumbai",Ready to move,Semi Furnished,560.0,460.4123937,1.0,30,1,13500000,13500000.0,6.0,24110.0,1.0,1.0
2791,"Queen's Park, Mira Road East, Mumbai",Ready to move,Unfurnished,700.0,561.598574,1.0,12,1,6800000,1754.508822,7.0,9710.0,1.0,1.0
9346,"Jankalyan Nagar, Malad West, Mumbai",Ready to move,Unfurnished,225.0,180.0,2.0,10,2,3300000,32500.0,7.0,14670.0,1.0,1.0
8074,"Nahar Tulipia and Tilia Apartment, Chandivali, Powai, Mumbai",Ready to move,Semi Furnished,1502.0,987.0,3.0,10,1,32000000,320000.0,21.0,21300.0,3.0,3.0
3319,"Adani Western Heights Phase 1 Residential, Bhudargarh Colony, Andheri West, Mumbai",Ready to move,Unfurnished,1800.0,1205.0,3.0,4,2,49500000,500000.0,29.0,27500.0,4.0,4.0
6714,"Parinee Essence, Sai Nagar, Kandivali West, Mumbai",Ready to move,Fully Furnished,850.0,734.0,2.0,6,1,17500000,180000.0,25.0,20590.0,2.0,2.0
4507,"Sanskriti buliding, Singh Agri Estate, Kandivali East, Mumbai",Ready to move,Semi Furnished,800.0,461.0057543,1.0,15,1,14500000,14500000.0,8.0,18130.0,2.0,2.0
9498,"Ravi Gaurav City, Gaurav City, Mira Road East, Mumbai",Ready to move,Unfurnished,450.0,354.0,1.0,15,2,5000000,0.0,7.0,11110.0,1.0,1.0
8447,"Four Bungalows, Andheri West, Mumbai",Ready to move,Unfurnished,1410.0,1175.0,3.0,1,4,52500000,530000.0,11.0,37230.0,3.0,3.0
3422,"Oberoi Sky City Tower F, Khande Rao Dongari, Borivali East, Mumbai",Ready to move,Unfurnished,1800.0,1400.0,4.0,1,3,56000000,560000.0,45.0,31110.0,4.0,4.0
8664,"navratan apartment mahakali road, Kondivita, Andheri East, Mumbai",Ready to move,Semi Furnished,1560.0,784.7257656,1.0,8,1,21000000,21000000.0,7.0,13460.0,3.0,3.0
2529,"Godrej Central, Sahakar Nagar, Chembur, Mumbai",Ready to move,Semi Furnished,751.0,630.6422763,1.0,1,1,17500000,17500000.72,15.0,23270.0,2.0,3.0
4831,"MICL Aaradhya Highpark, Chandan Shanti, Mira Road East, Mumbai",Ready to move,Semi Furnished,590.0,458.0,2.0,2,1,9900000,150000.0,30.0,16780.0,1.0,1.0
3814,"Wadhwa The Address, Gandhi Nagar, Vikhroli West, Mumbai",Ready to move,Unfurnished,1560.0,950.0,2.0,7,1,42000000,420000.0,28.0,26920.0,3.0,3.0
9467,"Kalpataru Antariksha, Prabhadevi, Mumbai",Ready to move,Semi Furnished,1100.0,875.0,2.0,25,2,50000000,500000.0,20.0,45450.0,2.0,2.0
4093,"LIC Housing Colony, Mulund East, Mumbai",Ready to move,Semi Furnished,698.0,581.6257726,1.0,1,1,14500000,14500000.0,15.0,20770.0,2.0,2.0
7489,"Moroccan Cooperative, Aarey Colony, Goregaon East, Mumbai",Ready to move,Fully Furnished,1800.0,1425.0,3.0,10,3,17500000,2216942.13,20.0,9720.0,3.0,3.0
1117,"Rajesh White City, Singh Agri Estate, Kandivali East, Mumbai",Ready to move,Unfurnished,1750.0,1200.0,3.0,2,1,34000000,340000.0,41.0,19430.0,3.0,3.0
629,"Park Resident, Leo Peter Wadi, Borivali West, Mumbai",Ready to move,Unfurnished,950.0,728.9510874,1.0,1,1,19500000,19500000.0,18.0,20530.0,2.0,2.0
358,"Rajshree 11 East, Pant Nagar, Ghatkopar East, Mumbai",Ready to move,Unfurnished,821.0,757.1068756,1.0,1,1,22200000,22200000.0,20.0,27040.0,2.0,1.0
7434,"Neelam Senroof, Nane Pada, Mulund East, Mumbai",Ready to move,Semi Furnished,1550.0,1300.0,3.0,3,1,38500000,380000.0,55.0,24840.0,3.0,3.0
8710,"Kolte Patil Verve, Bangur Nagar, Goregaon West, Mumbai",Ready to move,Semi Furnished,1240.0,1033.0,3.0,1,2,36000000,350000.0,16.0,29030.0,3.0,3.0
790,"best project, Chembur Gaothan, Chembur, Mumbai",Ready to move,Unfurnished,1400.0,1105.032969,3.0,1,1,45000000,45000000.0,15.0,32140.0,3.0,3.0
8889,"Shapoorji Pallonji Vicinia, Panchkutir Ganesh Nagar, Powai, Mumbai",Ready to move,Semi Furnished,2000.0,1645.0,2.0,1,2,56000000,560000.0,20.0,28000.0,3.0,3.0
7987,"Shapoorji Pallonji Epsilon Astron Tower, Singh Agri Estate, Kandivali East, Mumbai",Ready to move,Unfurnished,1400.0,1100.0,3.0,1,2,31800000,320000.0,45.0,22710.0,3.0,3.0
6190,"Atul Blue Empire, Shravan Nagar, Kandivali West, Mumbai",Ready to move,Unfurnished,820.0,630.0,2.0,10,1,14000000,140000.0,18.0,17070.0,2.0,2.0
8030,"Crystal Height Borivali, Kulupwadi, Borivali East, Mumbai",Ready to move,Fully Furnished,1200.0,780.03679,1.0,2,1,22500000,22500000.0,18.0,18750.0,3.0,2.0
1799,"Annapurna Kasturi Heights, Navghar Naka, Bhayandar East, Mumbai",Ready to move,Semi Furnished,650.0,450.0,1.0,2,2,8800000,84686.90955,12.0,13540.0,1.0,1.0
3471,"Tardeo, Mumbai",Ready to move,Unfurnished,2300.0,2200.0,4.0,10,2,165000000,1650000.0,7.0,71740.0,4.0,4.0
3378,"Ajmera Bhakti Park, Bhakti Park, Wadala East, Mumbai",Ready to move,Semi Furnished,1900.0,1420.0,3.0,13,4,41000000,410000.0,18.0,21580.0,4.0,4.0
2411,"Shree Parasnath Jay Vijay Nagari No 2, Morya Nagar, Nalasopara West, Mumbai",Ready to move,Semi Furnished,1000.0,650.0,2.0,4,2,3500000,0.0,9.0,3500.0,2.0,2.0
4543,"Vikas Vikas Paradise, Vardhman Nagar, Mulund West, Mumbai",Ready to move,Semi Furnished,1680.0,1500.0,3.0,12,1,43500000,765816.6289,21.0,25890.0,3.0,3.0
3475,"Heritage Pride, Chembur, Mumbai",Ready to move,Semi Furnished,2000.0,1604.778407,3.0,4,2,57000000,570000.0,15.0,28500.0,4.0,4.0
2737,"Akshita Heights, Geeta Nagar, Mira Road East, Mumbai",Ready to move,Fully Furnished,680.0,413.0441011,2.0,12,1,8400000,132654.1045,16.0,12350.0,1.0,2.0
5231,"KAMLA VELEON, I C Colony, Borivali West, Mumbai",Ready to move,Unfurnished,1100.0,634.8499064,1.0,1,1,17100000,17100000.0,9.0,15540.0,2.0,2.0
808,"Oberoi Esquire, Yashodham, Goregaon East, Mumbai",Ready to move,Semi Furnished,2195.0,1367.0,4.0,4,2,68000000,57126648.18,50.0,30980.0,3.0,3.0
4057,"Newlook Apartment CHS, Kohinoor Mill, Dadar East, Mumbai",Ready to move,Semi Furnished,660.0,660.0,2.0,10,0,23000000,230000.0,14.0,34850.0,2.0,2.0
7423,"Ekta Lake Lucerne, Powai, Mumbai",Ready to move,Semi Furnished,1750.0,1250.0,3.0,8,2,42000000,420000.0,21.0,24000.0,3.0,3.0
4169,"Tilak Nagar, Chembur, Mumbai",Ready to move,Unfurnished,1300.0,1156.159489,2.0,5,1,32500000,32500000.0,16.0,25000.0,3.0,3.0
4787,"P&T Staff Colony, Mulund West, Mumbai",Ready to move,Semi Furnished,600.0,439.9873688,1.0,20,1,9600000,96000.00858,7.0,16000.0,1.0,1.0
5146,"Celestia Spaces, Sewri, Mumbai",Ready to move,Semi Furnished,1050.0,1049.585575,1.0,8,1,37500000,37500000.0,54.0,35710.0,2.0,2.0
8127,"Sai Ganesh Parlashray CHSL, Vile Parle East, Mumbai",Ready to move,Unfurnished,1060.0,960.0,3.0,1,1,28800000,0.0,10.0,27170.0,3.0,3.0
3400,"Khar West, Mumbai",Ready to move,Fully Furnished,2900.0,1927.589628,1.0,15,3,130000000,130000000.0,10.0,44830.0,4.0,4.0
8735,"King Circle Matunga, Brahmnwada, Matunga East, Mumbai",Ready to move,Semi Furnished,1250.0,1079.364008,1.0,5,1,43000000,43000000.0,13.0,34400.0,3.0,3.0
3957,"Morya Nagar, Nalasopara West, Mumbai",Ready to move,Unfurnished,600.0,450.0,1.0,7,1,2450000,49999.0,7.0,4080.0,1.0,1.0
9098,"Runwal Olive, Industrial Area, Bhandup West, Mumbai",Ready to move,Unfurnished,809.0,735.0,2.0,7,1,19000000,190000.0,20.0,23480.0,2.0,2.0
61,"Sahakar Nagar, Chembur, Mumbai",Ready to move,Semi Furnished,1200.0,830.3611864,1.0,3,1,20500000,20500000.0,15.0,17080.0,2.0,2.0
8804,"Kalpataru Bliss Apartments, Kalina, Santacruz East, Mumbai",Ready to move,Unfurnished,950.0,755.0,2.0,1,1,24500000,250000.0,13.0,25790.0,2.0,2.0
5024,"Mahim West, Dadar West, Mumbai",Ready to move,Fully Furnished,1550.0,1350.0,3.0,7,2,65000000,600000.0,22.0,41940.0,3.0,3.0
7651,"Raheja Ridgewood, NESCO, Goregaon East, Mumbai",Ready to move,Semi Furnished,1600.0,1100.0,3.0,7,1,38000000,380000.0,22.0,23750.0,3.0,3.0
5854,"Naigaon, Dadar East, Mumbai",Ready to move,Semi Furnished,900.0,923.0453203,1.0,25,1,35000000,35000000.0,7.0,38890.0,2.0,2.0
5853,"Runwal Bliss Wing D, Kanjurmarg East, Mumbai",Ready to move,Semi Furnished,1048.0,723.0,2.0,5,1,20000000,8898088.399,43.0,19080.0,2.0,2.0
8659,"Chirag Bhagat Grandeur, Mindspace, Malad West, Mumbai",Ready to move,Unfurnished,1500.0,1200.0,3.0,3,1,33000000,330000.0,19.0,22000.0,3.0,3.0
8740,"Five garden, Brahmnwada, Matunga East, Mumbai",Ready to move,Semi Furnished,1650.0,1929.86868,1.0,2,2,78500000,78500000.0,23.0,47580.0,3.0,4.0
758,"Bombay ICC, Naigaon, Wadala, Mumbai",Ready to move,Unfurnished,2550.0,2000.0,2.0,4,2,105000000,1050000.0,67.0,41180.0,4.0,4.0
7532,"Oberoi Gardens, Thakur Village, Kandivali East, Mumbai",Ready to move,Semi Furnished,1564.0,1060.0,3.0,10,1,35000000,350000.0223,30.0,22380.0,3.0,3.0
5858,"Raj Bhakti Palace, Morya Nagar, Nalasopara West, Mumbai",Ready to move,Semi Furnished,880.0,593.141414,1.0,10,1,6000000,83783.69198,4.0,6820.0,2.0,1.0
5839,"Sunteck West World 2 Tivri Naigaon East, Naigaon East, Mumbai",Ready to move,Unfurnished,850.0,547.0,2.0,1,1,5336000,67290.44171,22.0,6280.0,2.0,2.0
1740,"Mahadev Mahadev Complex, Beverly Park, Mira Road East, Mumbai",Ready to move,Semi Furnished,695.0,410.0,2.0,1,1,5800000,0.0,12.0,8350.0,1.0,1.0
8308,"Ajmera Bhakti Park, Bhakti Park, Wadala East, Mumbai",Ready to move,Fully Furnished,1315.0,1032.209443,1.0,10,1,30000000,300000.0,18.0,22810.0,3.0,3.0
7740,"Kukreja Golfscappe, Union Park, Chembur, Mumbai",Ready to move,Unfurnished,1668.0,1043.0,2.0,5,0,35500000,350000.0,14.0,21280.0,3.0,2.0
3614,"June Blossoms, Bandra West, Mumbai",Ready to move,Unfurnished,2500.0,2350.0,4.0,15,2,187500000,1880000.0,10.0,75000.0,4.0,4.0
8044,"CALL FOR NAME, Santacruz West, Mumbai",Ready to move,Fully Furnished,1700.0,1618.59391,2.0,10,2,93000000,93000000.0,9.0,54700.0,3.0,3.0
3815,"Lokhandwala Township, Kandivali East, Mumbai",Ready to move,Unfurnished,410.0,280.0,1.0,8,1,7000000,70000.0,7.0,17070.0,1.0,1.0
7694,"Kukreja Hari Kunj II, Sindhi Society, Chembur, Mumbai",Ready to move,Fully Furnished,1350.0,900.0,3.0,10,1,30000000,300000.0,14.0,22220.0,3.0,3.0
8152,"Bandra West, Mumbai",Ready to move,Semi Furnished,1650.0,1798.736581,1.0,5,2,82500000,82500000.0,17.0,50000.0,3.0,3.0
8225,"Runwal Greens, Sarvodaya Nagar, Bhandup West, Mumbai",Ready to move,Semi Furnished,1675.0,1382.0,3.0,5,2,36500000,380000.0,40.0,21790.0,4.0,4.0
6513,"Omkar Raga, Swastik Park, Chembur, Mumbai",Ready to move,Semi Furnished,1250.0,810.0,2.0,10,2,16500000,160000.0,16.0,13200.0,2.0,2.0
599,"ND Palai Towers, Piramal Nagar, Goregaon West, Mumbai",Ready to move,Semi Furnished,1200.0,950.0,3.0,1,2,38400000,380000.0,32.0,32000.0,3.0,3.0
9155,"Kalpataru Crest, Subhash Nagar, Bhandup West, Mumbai",Ready to move,Semi Furnished,1127.0,807.0,2.0,3,2,19200000,190000.0,36.0,17040.0,2.0,2.0
2280,"JP North Phase 5 Euphoria, Chandan Shanti, Mira Road East, Mumbai",Ready to move,Semi Furnished,1185.0,777.0,2.0,1,1,12000000,120000.0,35.0,10130.0,2.0,2.0
6742,"Gurukrupa Marina Enclave, Kharodi Village, Malad West, Mumbai",Ready to move,Unfurnished,950.0,727.0,2.0,5,1,16500000,160000.0,23.0,17370.0,2.0,2.0
3149,"Unicorn Unicorn Global Arena, Naigaon East, Mumbai",Ready to move,Unfurnished,610.0,395.0,1.0,6,1,2600000,49305.89579,14.0,4260.0,1.0,1.0
5574,"Amey Apartment, Industrial Area, Andheri West, Mumbai",Ready to move,Unfurnished,610.0,438.1738122,1.0,3,1,8300000,57211.22221,7.0,13610.0,1.0,1.0
4154,"Nirmal City Of Joy, Ashok Nagar, Mulund West, Mumbai",Ready to move,Semi Furnished,1300.0,1100.0,3.0,15,2,27500000,290000.0,21.0,21150.0,3.0,3.0
6325,"Inez tower, Mahim United Industrial Estate, Mahim, Mumbai",Ready to move,Semi Furnished,1050.0,949.9936982,1.0,10,1,27000000,27000000.0,19.0,25710.0,2.0,2.0
2948,"IC Colony, I C Colony, Borivali West, Mumbai",Ready to move,Semi Furnished,580.0,458.3682379,1.0,20,1,9800000,97999.21551,7.0,16900.0,1.0,1.0
2756,"Shivar Garden, Mira Road East, Mumbai",Ready to move,Unfurnished,650.0,410.0,2.0,6,1,6500000,84999.0,7.0,10000.0,1.0,1.0
2094,"Dharti Pressidio, Ambedkar Nagar, Kandivali West, Mumbai",Ready to move,Unfurnished,678.0,419.0,2.0,3,1,8500000,99999.0,22.0,12540.0,1.0,1.0
8321,"Ashok Nagar, Juhu, Mumbai",Ready to move,Semi Furnished,1700.0,1616.189306,1.0,8,0,85000000,85000000.0,9.0,50000.0,3.0,3.0
7309,"Lodha Primo, Parel, Mumbai",Ready to move,Unfurnished,1260.0,1240.273895,1.0,1,2,53000000,53000000.0,40.0,42060.0,3.0,3.0
379,"ELEGANT NAVRATNAMALA, Kalina, Santacruz East, Mumbai",Ready to move,Unfurnished,1000.0,853.9566818,1.0,1,1,24000000,24000000.0,7.0,24000.0,2.0,2.0
3380,"Bombay Island City Center, Antop Hill, Wadala, Mumbai",Ready to move,Semi Furnished,2107.0,2100.0,3.0,5,2,85000000,850000.0,64.0,40340.0,4.0,4.0
4871,"Ronit residence goregaon East, Aarey Colony, Goregaon East, Mumbai",Ready to move,Unfurnished,820.0,621.1551646,1.0,6,1,17500000,17500000.0,12.0,21340.0,2.0,2.0
5256,"pavitradham naigaon east, Naigaon East, Mumbai",Ready to move,Unfurnished,500.0,333.3787043,2.0,7,1,2200000,43567.51259,7.0,4400.0,1.0,2.0
2191,"Saifee Park, Nagpada, Mazgaon, Mumbai",Ready to move,Semi Furnished,1820.0,1369.162176,1.0,4,2,57500000,57500000.0,26.0,31590.0,3.0,3.0
914,"A And O F Residences, Kurar Village, Malad East, Mumbai",Ready to move,Semi Furnished,1800.0,1458.0,4.0,2,2,34000000,339839.1149,48.0,18890.0,4.0,4.0
7256,"Lodha Estrella, Sion East, Sion, Mumbai",Ready to move,Semi Furnished,1560.0,1300.0,2.0,5,2,46000000,460000.0,42.0,29490.0,3.0,3.0
5879,"Shapoorji Pallonji Vicinia, Chandivali, Powai, Mumbai",Ready to move,Unfurnished,1050.0,888.0,2.0,8,1,24000000,240000.0,22.0,22860.0,2.0,2.0
1357," Teakwood Apartment, P&T Staff Colony, Mulund West, Mumbai",Ready to move,Unfurnished,450.0,312.0,2.0,1,1,12000000,142526.0305,32.0,26670.0,1.0,1.0
3222,"Hubtown Sunmist, Vijay Nagar, Andheri East, Mumbai",Ready to move,Semi Furnished,2800.0,1860.0,4.0,5,4,80000000,800000.0,15.0,28570.0,4.0,4.0
3447,"Rudrakash Pratham, Tilak Nagar, Chembur, Mumbai",Ready to move,Unfurnished,4500.0,1928.470294,1.0,2,4,125000000,125000000.0,12.0,27780.0,5.0,2.0
776,"Collectors Colony, Chembur, Mumbai",Ready to move,Semi Furnished,1250.0,1100.0,3.0,1,1,42500000,430000.0,14.0,34000.0,3.0,3.0
9105,"legend4  dahisar west, Kandarpada, Dahisar West, Mumbai",Ready to move,Unfurnished,800.0,579.7918226,1.0,15,2,14000000,14000000.0,7.0,17500.0,2.0,2.0
5824,"Neelam Solstice Phase I, Nalanda Nagar, Ramabai Ambedkar Nagar, Mumbai",Ready to move,Semi Furnished,1007.0,876.0,2.0,1,1,21500000,200000.0,25.0,21350.0,2.0,2.0
8741,"Five garden, Wadala West, Wadala, Mumbai",Ready to move,Semi Furnished,2000.0,1650.643427,2.0,2,2,58000000,58000000.0,32.0,29000.0,3.0,4.0
2095,"Runwal Bliss, Kanjurmarg East, Mumbai",Ready to move,Semi Furnished,800.0,692.0,2.0,1,1,18500000,190000.0,50.0,23130.0,2.0,2.0
5347,"Mahakali Nagar, Mulund East, Mumbai",Ready to move,Semi Furnished,500.0,500.0,2.0,10,0,11000000,110000.0,6.0,22000.0,1.0,1.0
2583,"Jp Esquire, Bhayandar East, Mumbai",Ready to move,Semi Furnished,920.0,607.0,2.0,1,1,9253000,0.0,20.0,10060.0,2.0,2.0
8827,"Swapnapurti Apartments, Thakur Village, Kandivali East, Mumbai",Ready to move,Semi Furnished,280.0,200.0,1.0,18,0,6500000,65000.0,8.0,23210.0,1.0,1.0
5820,"Prithvi Pride Phase I, Chandan Shanti, Mira Road East, Mumbai",Ready to move,Semi Furnished,695.0,475.0,2.0,1,1,5980000,0.0,23.0,8600.0,1.0,1.0
4187,"White Berry Residency, Asha Nagar, Kandivali East, Mumbai",Ready to move,Unfurnished,623.0,623.0,2.0,1,1,20500000,0.0,21.0,32910.0,2.0,2.0
558,"Rustomjee Crown Phase 1, Prabhadevi, Mumbai",Ready to move,Unfurnished,2150.0,2150.0,4.0,2,6,160500000,1610000.0,67.0,74650.0,4.0,4.0
9366,"Sanskruti Cherry Residency, Lakshmiben Chedda Nagar, Nalasopara West, Mumbai",Ready to move,Unfurnished,620.0,390.0,2.0,10,2,2700000,54000.0,7.0,4350.0,1.0,1.0
5218,"Anand Park, Dahisar West, Mumbai",Ready to move,Unfurnished,550.0,420.0,1.0,20,0,8500000,85000.0,7.0,15450.0,1.0,1.0
7093,"Romell Orbis, Tarun Bharat, Andheri East, Mumbai",Ready to move,Unfurnished,720.0,620.0,2.0,1,1,18000000,0.0,18.0,25000.0,2.0,2.0
3595,"Sewri, Mumbai",Ready to move,Semi Furnished,1500.0,1229.398121,1.0,2,2,60000000,60000000.0,45.0,40000.0,4.0,3.0
1121,"Furnished flat, Devki Nagar, Borivali West, Mumbai",Ready to move,Fully Furnished,600.0,493.6585438,1.0,4,1,11000000,11000000.0,17.0,18330.0,1.0,2.0
9275,"Gaurav Garden Complex, Bander Pakhadi, Kandivali West, Mumbai",Ready to move,Semi Furnished,875.0,649.2636103,1.0,16,1,14000000,14000000.0,8.0,16000.0,2.0,2.0
1534,"MICL Aaradhya Nine, Barrister Nath Pai Nagar, Ghatkopar East, Mumbai",Ready to move,Fully Furnished,580.0,446.0,1.0,3,0,12000000,120000.0,16.0,20690.0,1.0,1.0
8623,"Pride Park Royale, Marol, Andheri East, Mumbai",Ready to move,Fully Furnished,1535.0,1020.0,3.0,2,1,30000000,300000.0,8.0,19540.0,3.0,3.0
583,"Deonar, Deonar, Govandi, Mumbai",Ready to move,Unfurnished,810.0,766.7202664,1.0,1,1,26500000,26500000.0,22.0,32720.0,2.0,2.0
3952,"Matoshree Empress, Hindu Colony, Dadar East, Mumbai",Ready to move,Fully Furnished,1100.0,1067.0,3.0,8,2,62500000,0.0,11.0,56820.0,3.0,3.0
7435,"Indiabulls Blu Tower B, Hanuman Nagar, Worli, Mumbai",Ready to move,Semi Furnished,1800.0,1600.0,3.0,7,3,128000000,1230000.0,56.0,71110.0,3.0,3.0
6956,"Amisha Empire Phase I, Hatkesh Udhog Nagar, Mira Road East, Mumbai",Ready to move,Semi Furnished,1060.0,718.2806785,2.0,12,1,13500000,12589898.25,12.0,12730.0,2.0,2.0
6035,"Godrej Prime, Sai Baba Nagar, Chembur, Mumbai",Ready to move,Semi Furnished,1080.0,751.0,2.0,5,1,19900000,190000.0,15.0,18430.0,2.0,2.0
8199,"Runwal Elegante, Shastri Nagar, Andheri West, Mumbai",Ready to move,Fully Furnished,1750.0,1350.0,3.0,5,1,62500000,630000.0,27.0,35710.0,3.0,3.0
5954,"sea breeze apartment kandarpada dahisar west, Mandapeshwar, Dahisar West, Mumbai",Ready to move,Semi Furnished,800.0,555.8111713,1.0,20,2,12500000,12500000.0,6.0,15630.0,2.0,2.0
9485,"Kamala Nagar, Vile Parle West, Mumbai",Ready to move,Fully Furnished,700.0,656.8412128,1.0,14,1,23000000,23000000.0,7.0,32860.0,2.0,2.0
6383,"RR Hill Galaxy Apartments, Kashimira, Mira Road East, Mumbai",Ready to move,Semi Furnished,1060.0,677.2610837,2.0,5,1,9500000,113479.2523,12.0,8960.0,2.0,2.0
7877,"chhadha mansion, BPT Colony, Wadala, Mumbai",Ready to move,Semi Furnished,1600.0,1449.388456,1.99984371,50,0,50000000,50000000.0,3.0,31250.0,3.0,1.0
1267,"Tilak Nagar, Chembur, Mumbai",Ready to move,Unfurnished,1100.0,738.8998331,1.0,2,1,19000000,19000000.0,15.0,17270.0,2.0,2.0
5680,"Chembur Colony, Chembur, Mumbai",Ready to move,Unfurnished,495.0,407.7673552,1.0,1,1,11000000,11000000.0,13.0,22220.0,1.0,2.0
6670,"PNK Group Winstone, Penkarpada, Mira Road East, Mumbai",Ready to move,Unfurnished,1060.0,780.0,2.0,10,1,12700000,150000.0,12.0,11980.0,2.0,2.0
8927,"Kalina, Santacruz East, Mumbai",Ready to move,Semi Furnished,763.0,750.2062806,1.0,10,1,22000000,22000000.0,7.0,28830.0,2.0,2.0
4872,"Ronit residence goregaon East, Aarey Colony, Goregaon East, Mumbai",Ready to move,Unfurnished,820.0,702.1046685,1.0,6,1,17400000,17400000.0,12.0,21220.0,2.0,2.0
3937,"Dreams Complex, Ganesh Nagar, Bhandup West, Mumbai",Ready to move,Semi Furnished,750.0,594.3513295,1.0,10,1,17000000,17000000.0,21.0,22670.0,2.0,2.0
7184,"Apollo Bandar, Colaba, Mumbai",Ready to move,Semi Furnished,2030.0,1900.0,2.0,20,2,120000000,1200000.0,6.0,59110.0,2.0,2.0
8208,"Kanakia Zenworld Phase I, Kanjurmarg East, Mumbai",Ready to move,Semi Furnished,1050.0,940.0,3.0,3,2,24500000,250000.0,22.0,23330.0,3.0,3.0
3288,"Runwal Greens, Hira Nagar, Mulund West, Mumbai",Ready to move,Semi Furnished,3090.0,1960.0,4.0,4,2,58500000,520000.0,40.0,18930.0,4.0,4.0
3966,"Oberoi Splendor, Oberoi Splendor, Jogeshwari East, Mumbai",Ready to move,Semi Furnished,1250.0,900.0,2.0,15,1,42500000,430000.0,27.0,34000.0,3.0,3.0
